Draw date,Last Day To Claim,Winning Numbers,Exact Order Prize ($0.50 bet),Exact Order CO Winners ($0.50 bet),Exact Order Prize ($1 bet),Exact Order CO Winners ($1 bet),Exact Order Prize ($2 bet),Exact Order CO Winners ($2 bet),Exact Order Prize ($5 bet),Exact Order CO Winners ($5 bet),Any Order Prize ($0.50 bet),Any Order CO Winners ($0.50 bet),Any Order Prize ($1 bet),Any Order CO Winners ($1 bet),Any Order Prize ($2 bet),Any Order CO Winners ($2 bet),Any Order Prize ($5 bet),Any Order CO Winners ($5 bet),Front Pair Prize ($0.50 bet),Front Pair CO Winners ($0.50 bet),Front Pair Prize ($1 bet),Front Pair CO Winners ($1 bet),Front Pair Prize ($2 bet),Front Pair CO Winners ($2 bet),Front Pair Prize ($5 bet),Front Pair CO Winners ($5 bet),Back Pair Prize ($0.50 bet),Back Pair CO Winners ($0.50 bet),Back Pair Prize ($1 bet),Back Pair CO Winners ($1 bet),Back Pair Prize ($2 bet),Back Pair CO Winners ($2 bet),Back Pair Prize ($5 bet),Back Pair CO Winners ($5 bet),Exact Order Prize (exact+any $1 bet),Exact Order CO Winners (exact+any $1 bet),Exact Order Prize (exact+any $2 bet),Exact Order CO Winners (exact+any $2 bet),Exact Order Prize (exact+any $5 bet),Exact Order CO Winners (exact+any $5 bet),Any Order Prize (exact+any $1 bet),Any Order CO Winners (exact+any $1 bet),Any Order Prize (exact+any $2 bet),Any Order CO Winners (exact+any $2 bet),Any Order Prize (exact+any $5 bet),Any Order CO Winners (exact+any $5 bet)
"Sept. 19, 2020: Evening",03/18/2021,2 - 5 - 0,$250,0,$500,9,"$1,000",0,"$2,500",0,$40,10,$80,13,$160,0,$400,0,$30,1,$60,3,$120,3,$300,0,$30,0,$60,1,$120,0,$300,0,$290,3,$580,3,"$1,450",0,$40,16,$80,1,$200,2
"Sept. 18, 2020: Evening",03/17/2021,7 - 3 - 8,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,8,$160,2,$400,0,$30,2,$60,1,$120,2,$300,1,$30,0,$60,0,$120,2,$300,0,$290,4,$580,1,"$1,450",0,$40,25,$80,7,$200,1
"Sept. 18, 2020: Midday",03/17/2021,2 - 0 - 2,$250,3,$500,7,"$1,000",0,"$2,500",0,$80,9,$160,4,$320,2,$800,0,$30,0,$60,2,$120,0,$300,0,$30,1,$60,0,$120,0,$300,0,$330,6,$660,2,"$1,650",0,$80,4,$160,0,$400,0
"Sept. 17, 2020: Midday",03/16/2021,0 - 5 - 0,$250,3,$500,10,"$1,000",0,"$2,500",0,$80,3,$160,3,$320,0,$800,0,$30,1,$60,0,$120,1,$300,0,$30,1,$60,0,$120,0,$300,0,$330,2,$660,0,"$1,650",0,$80,21,$160,0,$400,1
"Sept. 17, 2020: Evening",03/16/2021,4 - 7 - 6,$250,0,$500,21,"$1,000",0,"$2,500",0,$40,5,$80,3,$160,2,$400,0,$30,0,$60,1,$120,4,$300,1,$30,1,$60,3,$120,1,$300,0,$290,8,$580,0,"$1,450",0,$40,17,$80,5,$200,1
"Sept. 16, 2020: Midday",03/15/2021,1 - 2 - 3,$250,18,$500,39,"$1,000",1,"$2,500",1,$40,28,$80,19,$160,18,$400,1,$30,5,$60,6,$120,3,$300,2,$30,6,$60,0,$120,1,$300,0,$290,34,$580,9,"$1,450",3,$40,42,$80,14,$200,1
"Sept. 16, 2020: Evening",03/15/2021,3 - 0 - 3,$250,6,$500,23,"$1,000",0,"$2,500",1,$80,11,$160,10,$320,7,$800,0,$30,1,$60,1,$120,1,$300,0,$30,0,$60,0,$120,0,$300,0,$330,24,$660,0,"$1,650",0,$80,13,$160,4,$400,0
"Sept. 15, 2020: Evening",03/14/2021,1 - 3 - 8,$250,2,$500,7,"$1,000",0,"$2,500",0,$40,12,$80,10,$160,1,$400,0,$30,4,$60,5,$120,2,$300,1,$30,1,$60,2,$120,1,$300,0,$290,5,$580,3,"$1,450",0,$40,26,$80,3,$200,1
"Sept. 15, 2020: Midday",03/14/2021,1 - 2 - 7,$250,3,$500,4,"$1,000",1,"$2,500",0,$40,16,$80,13,$160,0,$400,2,$30,6,$60,5,$120,1,$300,0,$30,5,$60,0,$120,0,$300,1,$290,6,$580,3,"$1,450",0,$40,23,$80,1,$200,1
"Sept. 14, 2020: Evening",03/13/2021,4 - 6 - 1,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,20,$80,23,$160,3,$400,0,$30,3,$60,1,$120,2,$300,0,$30,3,$60,0,$120,2,$300,0,$290,1,$580,2,"$1,450",0,$40,43,$80,7,$200,1
"Sept. 14, 2020: Midday",03/13/2021,4 - 8 - 2,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,8,$80,7,$160,5,$400,2,$30,3,$60,0,$120,2,$300,0,$30,1,$60,1,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,25,$80,5,$200,3
"Sept. 13, 2020: Evening",03/12/2021,9 - 8 - 3,$250,3,$500,1,"$1,000",0,"$2,500",0,$40,5,$80,5,$160,0,$400,0,$30,1,$60,2,$120,0,$300,0,$30,0,$60,2,$120,0,$300,1,$290,3,$580,0,"$1,450",0,$40,12,$80,0,$200,0
"Sept. 13, 2020: Midday",03/12/2021,4 - 3 - 3,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,1,$160,2,$320,0,$800,0,$30,3,$60,1,$120,0,$300,0,$30,3,$60,6,$120,2,$300,0,$330,3,$660,0,"$1,650",0,$80,9,$160,0,$400,0
"Sept. 12, 2020: Midday",03/11/2021,5 - 8 - 6,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,6,$80,5,$160,0,$400,0,$30,2,$60,2,$120,1,$300,0,$30,2,$60,2,$120,1,$300,0,$290,4,$580,0,"$1,450",0,$40,6,$80,4,$200,0
"Sept. 12, 2020: Evening",03/11/2021,0 - 9 - 6,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,2,$160,6,$400,0,$30,2,$60,1,$120,1,$300,0,$30,5,$60,0,$120,0,$300,0,$290,2,$580,1,"$1,450",0,$40,12,$80,4,$200,1
"Sept. 11, 2020: Midday",03/10/2021,4 - 9 - 4,$250,1,$500,3,"$1,000",0,"$2,500",0,$80,5,$160,0,$320,4,$800,0,$30,0,$60,2,$120,0,$300,2,$30,0,$60,2,$120,0,$300,0,$330,2,$660,1,"$1,650",0,$80,11,$160,0,$400,0
"Sept. 11, 2020: Evening",03/10/2021,2 - 8 - 5,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,27,$80,17,$160,2,$400,1,$30,2,$60,1,$120,4,$300,0,$30,0,$60,1,$120,0,$300,0,$290,12,$580,0,"$1,450",0,$40,32,$80,11,$200,0
"Sept. 10, 2020: Evening",03/09/2021,0 - 2 - 2,$250,2,$500,5,"$1,000",0,"$2,500",1,$80,11,$160,13,$320,4,$800,0,$30,2,$60,0,$120,2,$300,0,$30,5,$60,6,$120,4,$300,0,$330,2,$660,0,"$1,650",3,$80,13,$160,1,$400,0
"Sept. 10, 2020: Midday",03/09/2021,8 - 1 - 4,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,5,$80,5,$160,2,$400,2,$30,3,$60,6,$120,0,$300,0,$30,4,$60,0,$120,1,$300,0,$290,10,$580,0,"$1,450",0,$40,10,$80,5,$200,0
"Sept. 9, 2020: Evening",03/08/2021,1 - 9 - 2,$250,2,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,10,$160,8,$400,0,$30,1,$60,1,$120,3,$300,0,$30,2,$60,0,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,49,$80,8,$200,1
"Sept. 9, 2020: Midday",03/08/2021,2 - 0 - 9,$250,0,$500,8,"$1,000",0,"$2,500",0,$40,5,$80,5,$160,3,$400,0,$30,0,$60,1,$120,2,$300,1,$30,0,$60,3,$120,2,$300,0,$290,4,$580,1,"$1,450",0,$40,8,$80,6,$200,0
"Sept. 8, 2020: Midday",03/07/2021,7 - 9 - 0,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,5,$80,4,$160,2,$400,3,$30,1,$60,0,$120,0,$300,0,$30,1,$60,0,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,29,$80,4,$200,0
"Sept. 8, 2020: Evening",03/07/2021,4 - 3 - 2,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,13,$80,9,$160,2,$400,1,$30,2,$60,2,$120,0,$300,0,$30,0,$60,3,$120,3,$300,0,$290,5,$580,2,"$1,450",0,$40,50,$80,9,$200,1
"Sept. 7, 2020: Evening",03/06/2021,6 - 0 - 7,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,11,$80,5,$160,0,$400,0,$30,1,$60,1,$120,0,$300,1,$30,0,$60,0,$120,2,$300,0,$290,3,$580,0,"$1,450",0,$40,23,$80,2,$200,1
"Sept. 7, 2020: Midday",03/06/2021,0 - 5 - 2,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,7,$160,0,$400,0,$30,2,$60,1,$120,2,$300,0,$30,2,$60,4,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,17,$80,3,$200,1
"Sept. 6, 2020: Midday",03/05/2021,6 - 0 - 1,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,6,$80,3,$160,1,$400,2,$30,1,$60,1,$120,0,$300,0,$30,2,$60,1,$120,1,$300,1,$290,7,$580,0,"$1,450",1,$40,55,$80,1,$200,0
"Sept. 6, 2020: Evening",03/05/2021,3 - 5 - 5,$250,0,$500,13,"$1,000",0,"$2,500",0,$80,5,$160,5,$320,2,$800,0,$30,0,$60,5,$120,1,$300,3,$30,2,$60,1,$120,4,$300,0,$330,9,$660,1,"$1,650",0,$80,4,$160,1,$400,0
"Sept. 5, 2020: Evening",03/04/2021,4 - 3 - 4,$250,0,$500,17,"$1,000",0,"$2,500",0,$80,6,$160,4,$320,2,$800,0,$30,1,$60,1,$120,0,$300,0,$30,3,$60,0,$120,0,$300,0,$330,7,$660,0,"$1,650",0,$80,13,$160,1,$400,0
"Sept. 5, 2020: Midday",03/04/2021,5 - 5 - 7,$250,1,$500,5,"$1,000",0,"$2,500",0,$80,0,$160,3,$320,5,$800,0,$30,0,$60,3,$120,5,$300,0,$30,2,$60,3,$120,1,$300,1,$330,5,$660,0,"$1,650",0,$80,4,$160,1,$400,0
"Sept. 4, 2020: Midday",03/03/2021,9 - 6 - 5,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,17,$80,11,$160,3,$400,1,$30,1,$60,1,$120,1,$300,1,$30,2,$60,2,$120,1,$300,1,$290,4,$580,3,"$1,450",0,$40,32,$80,1,$200,0
"Sept. 4, 2020: Evening",03/03/2021,7 - 9 - 8,$250,3,$500,5,"$1,000",0,"$2,500",0,$40,20,$80,10,$160,1,$400,2,$30,0,$60,0,$120,1,$300,0,$30,0,$60,2,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,51,$80,20,$200,4
"Sept. 3, 2020: Evening",03/02/2021,3 - 8 - 8,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,1,$160,2,$320,0,$800,1,$30,1,$60,0,$120,1,$300,0,$30,1,$60,2,$120,3,$300,0,$330,3,$660,0,"$1,650",0,$80,8,$160,2,$400,0
"Sept. 3, 2020: Midday",03/02/2021,2 - 6 - 3,$250,4,$500,4,"$1,000",0,"$2,500",0,$40,10,$80,7,$160,1,$400,2,$30,0,$60,0,$120,0,$300,3,$30,2,$60,0,$120,0,$300,1,$290,1,$580,2,"$1,450",0,$40,29,$80,14,$200,1
"Sept. 2, 2020: Midday",03/01/2021,7 - 8 - 4,$250,1,$500,2,"$1,000",0,"$2,500",0,$40,8,$80,4,$160,0,$400,0,$30,1,$60,0,$120,0,$300,0,$30,2,$60,1,$120,1,$300,0,$290,2,$580,0,"$1,450",0,$40,16,$80,1,$200,1
"Sept. 2, 2020: Evening",03/01/2021,0 - 2 - 4,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,9,$80,6,$160,5,$400,0,$30,2,$60,0,$120,1,$300,1,$30,4,$60,2,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,21,$80,7,$200,1
"Sept. 1, 2020: Midday",02/28/2021,4 - 4 - 3,$250,1,$500,1,"$1,000",0,"$2,500",0,$80,3,$160,2,$320,7,$800,0,$30,1,$60,7,$120,1,$300,1,$30,1,$60,0,$120,2,$300,1,$330,3,$660,0,"$1,650",0,$80,8,$160,0,$400,0
"Sept. 1, 2020: Evening",02/28/2021,1 - 2 - 9,$250,3,$500,7,"$1,000",0,"$2,500",0,$40,15,$80,19,$160,7,$400,0,$30,6,$60,5,$120,1,$300,0,$30,1,$60,1,$120,0,$300,0,$290,9,$580,0,"$1,450",0,$40,36,$80,7,$200,2
"Aug. 31, 2020: Evening",02/27/2021,5 - 3 - 9,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,6,$160,0,$400,0,$30,2,$60,1,$120,2,$300,2,$30,3,$60,2,$120,1,$300,0,$290,3,$580,0,"$1,450",0,$40,14,$80,3,$200,0
"Aug. 31, 2020: Midday",02/27/2021,4 - 2 - 2,$250,3,$500,0,"$1,000",0,"$2,500",2,$80,5,$160,5,$320,1,$800,0,$30,3,$60,0,$120,3,$300,0,$30,4,$60,1,$120,4,$300,1,$330,8,$660,2,"$1,650",0,$80,13,$160,5,$400,0
"Aug. 30, 2020: Midday",02/26/2021,3 - 2 - 5,$250,4,$500,12,"$1,000",0,"$2,500",0,$40,14,$80,14,$160,1,$400,0,$30,1,$60,2,$120,1,$300,1,$30,0,$60,2,$120,1,$300,0,$290,4,$580,6,"$1,450",0,$40,17,$80,6,$200,1
"Aug. 30, 2020: Evening",02/26/2021,8 - 3 - 3,$250,1,$500,0,"$1,000",0,"$2,500",0,$80,10,$160,0,$320,4,$800,0,$30,1,$60,1,$120,1,$300,0,$30,3,$60,8,$120,5,$300,1,$330,3,$660,2,"$1,650",0,$80,15,$160,1,$400,0
"Aug. 29, 2020: Evening",02/25/2021,1 - 1 - 6,$250,3,$500,8,"$1,000",0,"$2,500",0,$80,7,$160,8,$320,3,$800,0,$30,4,$60,9,$120,5,$300,1,$30,2,$60,2,$120,2,$300,0,$330,11,$660,1,"$1,650",0,$80,16,$160,1,$400,0
"Aug. 29, 2020: Midday",02/25/2021,6 - 5 - 5,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,5,$160,1,$320,4,$800,0,$30,1,$60,1,$120,0,$300,0,$30,4,$60,3,$120,1,$300,1,$330,11,$660,0,"$1,650",0,$80,10,$160,0,$400,0
"Aug. 28, 2020: Midday",02/24/2021,0 - 3 - 7,$250,3,$500,0,"$1,000",0,"$2,500",0,$40,7,$80,6,$160,3,$400,0,$30,0,$60,2,$120,1,$300,1,$30,1,$60,0,$120,0,$300,2,$290,0,$580,0,"$1,450",0,$40,17,$80,0,$200,0
"Aug. 28, 2020: Evening",02/24/2021,7 - 6 - 9,$250,3,$500,7,"$1,000",0,"$2,500",0,$40,14,$80,11,$160,7,$400,1,$30,1,$60,0,$120,0,$300,0,$30,4,$60,2,$120,0,$300,0,$290,12,$580,2,"$1,450",0,$40,19,$80,3,$200,0
"Aug. 27, 2020: Evening",02/23/2021,9 - 8 - 7,$250,5,$500,10,"$1,000",0,"$2,500",0,$40,20,$80,17,$160,3,$400,2,$30,0,$60,1,$120,1,$300,1,$30,0,$60,0,$120,0,$300,0,$290,8,$580,7,"$1,450",0,$40,64,$80,7,$200,1
"Aug. 27, 2020: Midday",02/23/2021,9 - 4 - 0,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,4,$80,5,$160,1,$400,8,$30,0,$60,3,$120,2,$300,0,$30,0,$60,0,$120,1,$300,0,$290,0,$580,0,"$1,450",0,$40,17,$80,1,$200,0
"Aug. 26, 2020: Evening",02/22/2021,0 - 4 - 1,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,9,$80,6,$160,0,$400,2,$30,1,$60,5,$120,0,$300,0,$30,4,$60,0,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,15,$80,7,$200,1
"Aug. 26, 2020: Midday",02/22/2021,7 - 8 - 3,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,8,$80,12,$160,3,$400,1,$30,1,$60,0,$120,1,$300,0,$30,3,$60,3,$120,1,$300,0,$290,1,$580,2,"$1,450",0,$40,19,$80,4,$200,0
"Aug. 25, 2020: Midday",02/21/2021,0 - 8 - 3,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,3,$80,15,$160,0,$400,0,$30,3,$60,0,$120,1,$300,0,$30,2,$60,3,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,17,$80,7,$200,0
"Aug. 25, 2020: Evening",02/21/2021,6 - 8 - 3,$250,1,$500,1,"$1,000",1,"$2,500",0,$40,5,$80,11,$160,1,$400,5,$30,0,$60,0,$120,0,$300,0,$30,0,$60,3,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,24,$80,4,$200,0
"Aug. 24, 2020: Evening",02/20/2021,3 - 1 - 8,$250,8,$500,20,"$1,000",0,"$2,500",0,$40,10,$80,5,$160,3,$400,2,$30,2,$60,4,$120,1,$300,0,$30,1,$60,2,$120,0,$300,1,$290,6,$580,1,"$1,450",0,$40,24,$80,8,$200,0
"Aug. 24, 2020: Midday",02/20/2021,2 - 4 - 5,$250,0,$500,12,"$1,000",1,"$2,500",0,$40,8,$80,12,$160,1,$400,1,$30,1,$60,2,$120,2,$300,1,$30,0,$60,2,$120,1,$300,0,$290,3,$580,3,"$1,450",0,$40,15,$80,6,$200,0
"Aug. 23, 2020: Evening",02/19/2021,7 - 9 - 0,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,7,$80,6,$160,0,$400,2,$30,0,$60,0,$120,1,$300,2,$30,2,$60,0,$120,0,$300,0,$290,2,$580,1,"$1,450",0,$40,36,$80,14,$200,1
"Aug. 23, 2020: Midday",02/19/2021,7 - 3 - 0,$250,1,$500,3,"$1,000",2,"$2,500",0,$40,4,$80,8,$160,3,$400,1,$30,0,$60,1,$120,1,$300,0,$30,1,$60,1,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,8,$80,2,$200,2
"Aug. 22, 2020: Midday",02/18/2021,2 - 3 - 1,$250,2,$500,8,"$1,000",2,"$2,500",0,$40,27,$80,18,$160,4,$400,4,$30,1,$60,3,$120,0,$300,5,$30,3,$60,4,$120,2,$300,0,$290,3,$580,5,"$1,450",0,$40,98,$80,21,$200,3
"Aug. 22, 2020: Evening",02/18/2021,6 - 3 - 7,$250,4,$500,1,"$1,000",0,"$2,500",0,$40,14,$80,9,$160,1,$400,2,$30,1,$60,3,$120,1,$300,0,$30,1,$60,2,$120,2,$300,2,$290,5,$580,0,"$1,450",0,$40,16,$80,3,$200,1
"Aug. 21, 2020: Midday",02/17/2021,1 - 7 - 8,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,19,$80,9,$160,3,$400,1,$30,3,$60,0,$120,0,$300,0,$30,2,$60,1,$120,1,$300,0,$290,6,$580,1,"$1,450",1,$40,27,$80,7,$200,0
"Aug. 21, 2020: Evening",02/17/2021,1 - 9 - 2,$250,4,$500,1,"$1,000",0,"$2,500",0,$40,11,$80,17,$160,3,$400,0,$30,4,$60,1,$120,4,$300,0,$30,2,$60,1,$120,2,$300,0,$290,1,$580,0,"$1,450",1,$40,41,$80,7,$200,0
"Aug. 20, 2020: Evening",02/16/2021,9 - 7 - 2,$250,3,$500,1,"$1,000",0,"$2,500",0,$40,30,$80,10,$160,1,$400,1,$30,0,$60,0,$120,1,$300,0,$30,0,$60,0,$120,3,$300,0,$290,5,$580,2,"$1,450",0,$40,30,$80,12,$200,1
"Aug. 20, 2020: Midday",02/16/2021,7 - 5 - 0,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,4,$80,2,$160,0,$400,1,$30,1,$60,2,$120,0,$300,0,$30,0,$60,1,$120,1,$300,0,$290,7,$580,0,"$1,450",0,$40,17,$80,3,$200,3
"Aug. 19, 2020: Midday",02/15/2021,2 - 6 - 6,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,1,$160,5,$320,1,$800,0,$30,2,$60,0,$120,1,$300,1,$30,3,$60,2,$120,1,$300,1,$330,3,$660,0,"$1,650",0,$80,8,$160,0,$400,1
"Aug. 19, 2020: Evening",02/15/2021,0 - 3 - 5,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,13,$80,6,$160,3,$400,1,$30,2,$60,0,$120,0,$300,0,$30,1,$60,0,$120,3,$300,0,$290,2,$580,0,"$1,450",0,$40,19,$80,4,$200,0
"Aug. 18, 2020: Midday",02/14/2021,1 - 2 - 8,$250,5,$500,7,"$1,000",1,"$2,500",0,$40,11,$80,7,$160,5,$400,2,$30,3,$60,5,$120,0,$300,0,$30,4,$60,0,$120,2,$300,0,$290,6,$580,1,"$1,450",0,$40,34,$80,3,$200,0
"Aug. 18, 2020: Evening",02/14/2021,9 - 1 - 9,$250,0,$500,6,"$1,000",0,"$2,500",0,$80,2,$160,3,$320,2,$800,1,$30,3,$60,0,$120,2,$300,0,$30,3,$60,2,$120,1,$300,0,$330,7,$660,1,"$1,650",0,$80,7,$160,2,$400,0
"Aug. 17, 2020: Evening",02/13/2021,0 - 0 - 6,$250,0,$500,9,"$1,000",0,"$2,500",0,$80,5,$160,3,$320,0,$800,0,$30,1,$60,6,$120,1,$300,0,$30,1,$60,0,$120,0,$300,0,$330,0,$660,0,"$1,650",0,$80,2,$160,3,$400,0
"Aug. 17, 2020: Midday",02/13/2021,4 - 4 - 0,$250,2,$500,2,"$1,000",0,"$2,500",0,$80,2,$160,2,$320,0,$800,0,$30,0,$60,4,$120,0,$300,0,$30,0,$60,0,$120,0,$300,0,$330,1,$660,1,"$1,650",0,$80,6,$160,0,$400,0
"Aug. 16, 2020: Midday",02/12/2021,7 - 0 - 9,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,8,$80,2,$160,1,$400,0,$30,1,$60,0,$120,0,$300,0,$30,2,$60,2,$120,3,$300,0,$290,8,$580,0,"$1,450",0,$40,8,$80,1,$200,1
"Aug. 16, 2020: Evening",02/12/2021,9 - 9 - 1,$250,0,$500,13,"$1,000",0,"$2,500",0,$80,3,$160,11,$320,0,$800,0,$30,4,$60,1,$120,3,$300,5,$30,3,$60,0,$120,2,$300,1,$330,2,$660,1,"$1,650",0,$80,13,$160,2,$400,0
"Aug. 15, 2020: Evening",02/11/2021,0 - 9 - 5,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,8,$80,5,$160,1,$400,0,$30,1,$60,1,$120,0,$300,0,$30,3,$60,0,$120,1,$300,1,$290,3,$580,0,"$1,450",0,$40,30,$80,12,$200,1
"Aug. 15, 2020: Midday",02/11/2021,5 - 8 - 0,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,10,$80,4,$160,0,$400,1,$30,0,$60,0,$120,0,$300,0,$30,3,$60,0,$120,0,$300,0,$290,1,$580,1,"$1,450",0,$40,9,$80,3,$200,0
"Aug. 14, 2020: Evening",02/10/2021,9 - 6 - 4,$250,2,$500,7,"$1,000",1,"$2,500",0,$40,9,$80,7,$160,2,$400,1,$30,3,$60,3,$120,0,$300,0,$30,1,$60,0,$120,1,$300,0,$290,4,$580,1,"$1,450",0,$40,32,$80,2,$200,0
"Aug. 14, 2020: Midday",02/10/2021,8 - 9 - 3,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,5,$80,6,$160,0,$400,0,$30,4,$60,0,$120,0,$300,0,$30,3,$60,1,$120,1,$300,0,$290,3,$580,0,"$1,450",0,$40,14,$80,0,$200,0
"Aug. 13, 2020: Midday",02/09/2021,8 - 7 - 8,$250,0,$500,3,"$1,000",0,"$2,500",0,$80,4,$160,3,$320,4,$800,0,$30,1,$60,0,$120,1,$300,0,$30,0,$60,0,$120,1,$300,1,$330,5,$660,0,"$1,650",0,$80,9,$160,0,$400,2
"Aug. 13, 2020: Evening",02/09/2021,9 - 6 - 8,$250,3,$500,3,"$1,000",0,"$2,500",0,$40,4,$80,5,$160,0,$400,1,$30,0,$60,0,$120,1,$300,0,$30,0,$60,2,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,30,$80,2,$200,2
"Aug. 12, 2020: Midday",02/08/2021,6 - 0 - 5,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,3,$80,3,$160,1,$400,0,$30,0,$60,0,$120,1,$300,0,$30,1,$60,0,$120,1,$300,0,$290,0,$580,0,"$1,450",0,$40,12,$80,1,$200,1
"Aug. 12, 2020: Evening",02/08/2021,5 - 3 - 0,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,7,$80,10,$160,5,$400,0,$30,2,$60,2,$120,1,$300,1,$30,1,$60,0,$120,2,$300,0,$290,5,$580,0,"$1,450",0,$40,12,$80,6,$200,0
"Aug. 11, 2020: Evening",02/07/2021,3 - 7 - 9,$250,1,$500,30,"$1,000",0,"$2,500",0,$40,6,$80,9,$160,0,$400,1,$30,1,$60,3,$120,0,$300,0,$30,3,$60,2,$120,2,$300,0,$290,15,$580,1,"$1,450",0,$40,14,$80,4,$200,0
"Aug. 11, 2020: Midday",02/07/2021,8 - 7 - 8,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,3,$160,5,$320,7,$800,1,$30,0,$60,0,$120,0,$300,0,$30,0,$60,0,$120,0,$300,0,$330,9,$660,0,"$1,650",0,$80,3,$160,2,$400,3
"Aug. 10, 2020: Evening",02/06/2021,6 - 5 - 9,$250,2,$500,5,"$1,000",0,"$2,500",0,$40,10,$80,10,$160,1,$400,1,$30,1,$60,1,$120,0,$300,0,$30,0,$60,1,$120,2,$300,1,$290,5,$580,2,"$1,450",0,$40,21,$80,4,$200,0
"Aug. 10, 2020: Midday",02/06/2021,8 - 0 - 9,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,12,$80,8,$160,0,$400,0,$30,2,$60,0,$120,1,$300,0,$30,0,$60,1,$120,2,$300,0,$290,4,$580,2,"$1,450",0,$40,20,$80,3,$200,0
"Aug. 9, 2020: Midday",02/05/2021,4 - 8 - 5,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,5,$80,6,$160,0,$400,0,$30,1,$60,2,$120,1,$300,1,$30,1,$60,1,$120,0,$300,0,$290,2,$580,0,"$1,450",2,$40,11,$80,3,$200,2
"Aug. 9, 2020: Evening",02/05/2021,7 - 7 - 7,$250,48,$500,92,"$1,000",5,"$2,500",5,$80,0,$160,0,$320,0,$800,0,$30,5,$60,12,$120,4,$300,2,$30,3,$60,13,$120,5,$300,3,$330,0,$660,0,"$1,650",0,$80,0,$160,0,$400,0
"Aug. 8, 2020: Midday",02/04/2021,2 - 4 - 7,$250,3,$500,2,"$1,000",1,"$2,500",0,$40,13,$80,7,$160,1,$400,4,$30,1,$60,2,$120,2,$300,0,$30,3,$60,0,$120,1,$300,0,$290,22,$580,0,"$1,450",1,$40,23,$80,9,$200,1
"Aug. 8, 2020: Evening",02/04/2021,6 - 9 - 1,$250,2,$500,7,"$1,000",0,"$2,500",1,$40,14,$80,16,$160,3,$400,1,$30,1,$60,0,$120,2,$300,0,$30,2,$60,0,$120,1,$300,0,$290,0,$580,0,"$1,450",0,$40,33,$80,9,$200,1
"Aug. 7, 2020: Evening",02/03/2021,3 - 5 - 7,$250,3,$500,18,"$1,000",2,"$2,500",0,$40,10,$80,43,$160,6,$400,3,$30,3,$60,4,$120,2,$300,0,$30,3,$60,2,$120,0,$300,0,$290,20,$580,10,"$1,450",3,$40,26,$80,11,$200,2
